Channels Energies Detected_Value
328 328.00 1661.00
329 329.00 1580.00
330 330.00 1664.00
331 331.00 1574.00
332 332.00 1650.00
333 333.00 1663.00
334 334.00 1639.00
335 335.00 1630.00
336 336.00 1618.00
337 337.00 1635.00
338 338.00 1618.00
339 339.00 1594.00
340 340.00 1651.00
341 341.00 1627.00
342 342.00 1730.00
343 343.00 1619.00
344 344.00 1660.00
345 345.00 1693.00
346 346.00 1671.00
347 347.00 1636.00
348 348.00 1606.00
349 349.00 1648.00
350 350.00 1642.00
351 351.00 1641.00
352 352.00 1658.00
353 353.00 1699.00
354 354.00 1650.00
355 355.00 1696.00
356 356.00 1714.00
357 357.00 1689.00
358 358.00 1684.00
359 359.00 1687.00
360 360.00 1657.00
361 361.00 1728.00
362 362.00 1723.00
363 363.00 1595.00
364 364.00 1690.00
365 365.00 1693.00
366 366.00 1647.00
367 367.00 1751.00
368 368.00 1774.00
369 369.00 1722.00
370 370.00 1747.00
371 371.00 1692.00
372 372.00 1781.00
373 373.00 1710.00
374 374.00 1739.00
375 375.00 1653.00
376 376.00 1697.00
377 377.00 1766.00
378 378.00 1822.00
379 379.00 1793.00
380 380.00 1689.00
381 381.00 1790.00
382 382.00 1761.00
383 383.00 1712.00
384 384.00 1742.00
385 385.00 1826.00
386 386.00 1763.00
387 387.00 1817.00
388 388.00 1773.00
389 389.00 1821.00
390 390.00 1748.00
391 391.00 1742.00
392 392.00 1774.00
393 393.00 1715.00
394 394.00 1766.00
395 395.00 1750.00
396 396.00 1774.00
397 397.00 1780.00
398 398.00 1779.00
399 399.00 1770.00
400 400.00 1959.00
401 401.00 1824.00
402 402.00 1869.00
403 403.00 1848.00
404 404.00 1835.00
405 405.00 1837.00
406 406.00 1843.00
407 407.00 1841.00
408 408.00 1884.00
409 409.00 1859.00
410 410.00 1786.00
411 411.00 1777.00
412 412.00 1892.00
413 413.00 1813.00
414 414.00 1870.00
415 415.00 1823.00
416 416.00 1863.00
417 417.00 1868.00
418 418.00 1920.00
419 419.00 1898.00
420 420.00 1950.00
421 421.00 1961.00
422 422.00 1844.00
423 423.00 1922.00
424 424.00 1836.00
425 425.00 1934.00
426 426.00 1847.00
427 427.00 1943.00
428 428.00 1895.00
429 429.00 1944.00
430 430.00 1877.00
431 431.00 1826.00
432 432.00 1883.00
433 433.00 1923.00
434 434.00 1929.00
435 435.00 1897.00
436 436.00 1870.00
437 437.00 1974.00
438 438.00 1892.00
439 439.00 1984.00
440 440.00 1883.00
441 441.00 2011.00
442 442.00 1906.00
443 443.00 1953.00
444 444.00 1956.00
445 445.00 1898.00
446 446.00 2014.00
447 447.00 1903.00
448 448.00 1975.00
449 449.00 1934.00
450 450.00 1930.00
451 451.00 1864.00
452 452.00 2000.00
453 453.00 1991.00
454 454.00 1869.00
455 455.00 1952.00
456 456.00 1949.00
457 457.00 1925.00
458 458.00 1908.00
459 459.00 1835.00
460 460.00 1850.00
461 461.00 1826.00
462 462.00 1828.00
463 463.00 1759.00
464 464.00 1620.00
465 465.00 1684.00
466 466.00 1672.00
467 467.00 1576.00
468 468.00 1563.00
469 469.00 1491.00
470 470.00 1384.00
471 471.00 1416.00
472 472.00 1389.00
473 473.00 1266.00
474 474.00 1225.00
475 475.00 1157.00
476 476.00 1123.00
477 477.00 1022.00
478 478.00 974.00
479 479.00 927.00
480 480.00 906.00
481 481.00 861.00
482 482.00 801.00
483 483.00 697.00
484 484.00 640.00
485 485.00 626.00
486 486.00 552.00
487 487.00 524.00
488 488.00 504.00
489 489.00 427.00
490 490.00 379.00
491 491.00 370.00
492 492.00 339.00
493 493.00 253.00
494 494.00 203.00
495 495.00 193.00
496 496.00 192.00
497 497.00 196.00
498 498.00 153.00
499 499.00 129.00
500 500.00 112.00
501 501.00 116.00
502 502.00 113.00
503 503.00 71.00
504 504.00 73.00
505 505.00 58.00
506 506.00 43.00
507 507.00 31.00
508 508.00 34.00
509 509.00 27.00
510 510.00 23.00
511 511.00 18.00
512 512.00 18.00
513 513.00 14.00
514 514.00 9.00
515 515.00 10.00
516 516.00 2.00
517 517.00 2.00
518 518.00 2.00
519 519.00 1.00
520 520.00 3.00
521 521.00 2.00
522 522.00 0.00
523 523.00 2.00
524 524.00 0.00
525 525.00 3.00
526 526.00 0.00
527 527.00 1.00
528 528.00 0.00
529 529.00 1.00
530 530.00 0.00
531 531.00 0.00
532 532.00 0.00
533 533.00 0.00
534 534.00 0.00
535 535.00 0.00
536 536.00 0.00
537 537.00 0.00
538 538.00 0.00
539 539.00 0.00
540 540.00 0.00
541 541.00 0.00
542 542.00 0.00
543 543.00 0.00
544 544.00 0.00
545 545.00 0.00
546 546.00 0.00
547 547.00 0.00
548 548.00 0.00
549 549.00 0.00
550 550.00 0.00
551 551.00 0.00
552 552.00 0.00
553 553.00 0.00
554 554.00 0.00
555 555.00 0.00
556 556.00 0.00
557 557.00 0.00
558 558.00 0.00
559 559.00 0.00
560 560.00 0.00
561 561.00 0.00
562 562.00 0.00
563 563.00 0.00
564 564.00 0.00
565 565.00 0.00
566 566.00 0.00
567 567.00 0.00
568 568.00 0.00
569 569.00 0.00
570 570.00 0.00
571 571.00 0.00
572 572.00 0.00
573 573.00 0.00
574 574.00 0.00
575 575.00 0.00
576 576.00 0.00
577 577.00 0.00
578 578.00 0.00
579 579.00 0.00
580 580.00 0.00
581 581.00 0.00
582 582.00 0.00
583 583.00 0.00
584 584.00 0.00
585 585.00 0.00
586 586.00 0.00
587 587.00 0.00
588 588.00 0.00
589 589.00 0.00
590 590.00 0.00
591 591.00 1.00
592 592.00 0.00
593 593.00 1.00
594 594.00 1.00
595 595.00 0.00
596 596.00 1.00
597 597.00 2.00
598 598.00 0.00
599 599.00 1.00
600 600.00 7.00
601 601.00 5.00
602 602.00 5.00
603 603.00 7.00
604 604.00 7.00
605 605.00 8.00
606 606.00 9.00
607 607.00 15.00
608 608.00 16.00
609 609.00 23.00
610 610.00 29.00
611 611.00 25.00
612 612.00 21.00
613 613.00 41.00
614 614.00 49.00
615 615.00 48.00
616 616.00 61.00
617 617.00 76.00
618 618.00 85.00
619 619.00 89.00
620 620.00 103.00
621 621.00 123.00
622 622.00 157.00
623 623.00 157.00
624 624.00 175.00
625 625.00 190.00
626 626.00 226.00
627 627.00 281.00
628 628.00 291.00
629 629.00 332.00
630 630.00 384.00
631 631.00 435.00
632 632.00 510.00
633 633.00 562.00
634 634.00 549.00
635 635.00 679.00
636 636.00 706.00
637 637.00 782.00
638 638.00 853.00
639 639.00 955.00
640 640.00 1019.00
641 641.00 1049.00
642 642.00 1131.00
643 643.00 1277.00
644 644.00 1290.00
645 645.00 1456.00
646 646.00 1461.00
647 647.00 1583.00
648 648.00 1682.00
649 649.00 1724.00
650 650.00 1802.00
651 651.00 1855.00
652 652.00 1875.00
653 653.00 2019.00
654 654.00 2139.00
655 655.00 2086.00
656 656.00 2132.00
657 657.00 2090.00
658 658.00 2274.00
659 659.00 2349.00
660 660.00 2329.00
661 661.00 2276.00
662 662.00 2313.00
663 663.00 2393.00
664 664.00 2345.00
665 665.00 2325.00
666 666.00 2237.00
667 667.00 2334.00
668 668.00 2214.00
669 669.00 2167.00
670 670.00 2146.00
671 671.00 2051.00
672 672.00 2059.00
673 673.00 1989.00
674 674.00 1927.00
675 675.00 1799.00
676 676.00 1746.00
677 677.00 1652.00
678 678.00 1530.00
679 679.00 1427.00
680 680.00 1410.00
681 681.00 1359.00
682 682.00 1239.00
683 683.00 1211.00
684 684.00 1063.00
685 685.00 957.00
686 686.00 948.00
687 687.00 829.00
688 688.00 786.00
689 689.00 706.00
690 690.00 652.00
691 691.00 592.00
692 692.00 540.00
693 693.00 479.00
694 694.00 423.00
695 695.00 400.00
696 696.00 355.00
697 697.00 290.00
698 698.00 294.00
699 699.00 257.00
700 700.00 208.00
701 701.00 163.00
702 702.00 168.00
703 703.00 143.00
704 704.00 120.00
705 705.00 106.00
706 706.00 93.00
707 707.00 86.00
708 708.00 65.00
709 709.00 50.00
710 710.00 50.00
711 711.00 57.00
712 712.00 44.00
713 713.00 38.00
714 714.00 20.00
715 715.00 20.00
716 716.00 17.00
717 717.00 20.00
718 718.00 15.00
719 719.00 14.00
720 720.00 9.00
721 721.00 8.00
722 722.00 5.00
723 723.00 2.00
724 724.00 2.00
725 725.00 2.00
726 726.00 2.00
727 727.00 1.00
728 728.00 0.00
729 729.00 0.00
730 730.00 1.00
731 731.00 0.00
732 732.00 1.00
733 733.00 1.00
734 734.00 0.00
735 735.00 0.00
736 736.00 1.00
737 737.00 0.00
738 738.00 0.00
739 739.00 1.00
740 740.00 0.00
741 741.00 0.00
742 742.00 0.00
743 743.00 0.00
744 744.00 0.00
745 745.00 0.00
746 746.00 0.00
747 747.00 0.00
748 748.00 0.00
749 749.00 0.00
750 750.00 0.00
751 751.00 0.00
752 752.00 0.00
753 753.00 0.00
754 754.00 0.00
755 755.00 0.00
756 756.00 0.00
757 757.00 0.00
758 758.00 0.00
759 759.00 0.00
760 760.00 0.00
761 761.00 0.00
762 762.00 0.00
763 763.00 0.00
764 764.00 0.00
765 765.00 0.00
766 766.00 0.00
767 767.00 0.00
768 768.00 0.00
769 769.00 0.00
770 770.00 0.00
771 771.00 0.00
772 772.00 0.00
773 773.00 0.00
774 774.00 0.00
775 775.00 0.00
776 776.00 0.00
777 777.00 0.00
778 778.00 0.00
779 779.00 0.00
780 780.00 0.00
781 781.00 0.00
782 782.00 0.00
783 783.00 0.00
784 784.00 0.00
785 785.00 0.00
786 786.00 0.00
787 787.00 0.00
788 788.00 0.00
789 789.00 0.00
790 790.00 0.00
791 791.00 0.00
792 792.00 0.00
793 793.00 0.00
794 794.00 0.00
795 795.00 0.00
796 796.00 0.00
797 797.00 0.00
798 798.00 0.00
799 799.00 0.00
800 800.00 0.00
801 801.00 0.00
802 802.00 0.00
803 803.00 0.00
804 804.00 0.00
805 805.00 0.00
806 806.00 0.00
807 807.00 0.00
808 808.00 0.00
809 809.00 0.00
810 810.00 0.00
811 811.00 0.00
812 812.00 0.00
813 813.00 0.00
814 814.00 0.00
815 815.00 0.00
816 816.00 0.00
817 817.00 0.00
818 818.00 0.00
819 819.00 0.00
820 820.00 0.00
821 821.00 0.00
822 822.00 0.00
823 823.00 0.00
824 824.00 0.00
825 825.00 0.00
826 826.00 0.00
827 827.00 0.00
828 828.00 0.00
829 829.00 0.00
830 830.00 0.00
831 831.00 0.00
832 832.00 0.00
833 833.00 0.00
834 834.00 0.00
835 835.00 0.00
836 836.00 0.00
837 837.00 0.00
838 838.00 0.00
839 839.00 0.00
840 840.00 0.00
841 841.00 0.00
842 842.00 0.00
843 843.00 0.00
844 844.00 0.00
845 845.00 0.00
846 846.00 0.00
847 847.00 0.00
848 848.00 0.00
849 849.00 0.00
850 850.00 0.00
851 851.00 0.00
852 852.00 0.00
853 853.00 0.00
854 854.00 0.00
855 855.00 0.00
856 856.00 0.00
857 857.00 0.00
858 858.00 0.00
859 859.00 0.00
860 860.00 0.00
861 861.00 0.00
862 862.00 0.00
863 863.00 0.00
864 864.00 0.00
865 865.00 0.00
866 866.00 0.00
867 867.00 0.00
868 868.00 0.00
869 869.00 0.00
870 870.00 0.00
871 871.00 0.00
872 872.00 0.00
873 873.00 0.00
874 874.00 0.00
875 875.00 0.00
876 876.00 0.00
877 877.00 0.00
878 878.00 0.00
879 879.00 0.00
880 880.00 0.00
881 881.00 0.00
882 882.00 0.00
883 883.00 0.00
884 884.00 0.00
885 885.00 0.00
886 886.00 0.00
887 887.00 0.00
888 888.00 0.00
889 889.00 0.00
890 890.00 0.00
891 891.00 0.00
892 892.00 0.00
893 893.00 0.00
894 894.00 0.00
895 895.00 0.00
896 896.00 0.00
897 897.00 0.00
898 898.00 0.00
899 899.00 0.00
900 900.00 0.00
901 901.00 0.00
902 902.00 0.00
903 903.00 0.00
904 904.00 0.00
905 905.00 0.00
906 906.00 0.00
907 907.00 0.00
908 908.00 0.00
909 909.00 0.00
910 910.00 0.00
911 911.00 0.00
912 912.00 0.00
913 913.00 0.00
914 914.00 0.00
915 915.00 0.00
916 916.00 0.00
917 917.00 0.00
918 918.00 0.00
919 919.00 0.00
920 920.00 0.00
921 921.00 0.00
922 922.00 0.00
923 923.00 0.00
924 924.00 0.00
925 925.00 0.00
926 926.00 0.00
927 927.00 0.00
928 928.00 0.00
929 929.00 0.00
930 930.00 0.00
931 931.00 0.00
932 932.00 0.00
933 933.00 0.00
934 934.00 0.00
935 935.00 0.00
936 936.00 0.00
937 937.00 0.00
938 938.00 0.00
939 939.00 0.00
940 940.00 0.00
941 941.00 0.00
942 942.00 0.00
943 943.00 0.00
944 944.00 0.00
945 945.00 0.00
946 946.00 0.00
947 947.00 0.00
948 948.00 0.00
949 949.00 0.00
950 950.00 0.00
951 951.00 0.00
952 952.00 0.00
953 953.00 0.00
954 954.00 0.00
955 955.00 0.00
956 956.00 0.00
957 957.00 0.00
958 958.00 0.00
959 959.00 0.00
960 960.00 0.00
961 961.00 0.00
962 962.00 0.00
963 963.00 0.00
964 964.00 0.00
965 965.00 0.00
966 966.00 0.00
967 967.00 0.00
968 968.00 0.00
969 969.00 0.00
970 970.00 0.00
971 971.00 0.00
972 972.00 0.00
973 973.00 0.00
974 974.00 0.00
975 975.00 0.00
976 976.00 0.00
977 977.00 0.00
978 978.00 0.00
979 979.00 0.00
980 980.00 0.00
981 981.00 0.00
982 982.00 0.00
983 983.00 0.00
984 984.00 0.00
985 985.00 0.00
986 986.00 0.00
987 987.00 0.00
988 988.00 0.00
989 989.00 0.00
990 990.00 0.00
991 991.00 0.00
992 992.00 0.00
993 993.00 0.00
994 994.00 0.00
995 995.00 0.00
996 996.00 0.00
997 997.00 0.00
998 998.00 0.00
999 999.00 0.00
1000 1000.00 0.00
